Provinsi_Clean,Tahun,Persentase_Penduduk_Miskin,IPM,Rata_Rata_Lama_Sekolah,IPM_Norm,RLS_Norm,Prediksi_Kemiskinan_AI,Score_Poverty,Score_IPM_Inv,Score_RLS_Inv,Skor_Prioritas_Bansos
KEP. BANGKA BELITUNG,2024,4.55,73.33,8.33,0.5693462897526502,0.3471074380165289,5.460200000000004,0.04488778054862841,0.4306537102473498,0.6528925619834711,0.2822185157452134
KEPULAUAN RIAU,2019,5.9,75.48,9.99,0.6643109540636045,0.6900826446280994,5.950699999999994,0.10099750623441395,0.3356890459363955,0.30991735537190057,0.21318893797250574
KEPULAUAN RIAU,2020,5.92,75.59,10.12,0.6691696113074208,0.7169421487603305,5.9633,0.10182876142975891,0.3308303886925792,0.28305785123966953,0.2067750675705871
KEPULAUAN RIAU,2021,6.12,75.79,10.18,0.678003533568905,0.7293388429752066,6.061800000000002,0.11014131338320862,0.32199646643109503,0.27066115702479343,0.2058018280258915
KEPULAUAN RIAU,2022,6.24,76.46,10.37,0.7075971731448765,0.7685950413223137,6.0414000000000065,0.11512884455527847,0.29240282685512353,0.2314049586776863,0.19156626206971356
KEPULAUAN RIAU,2023,5.69,77.11,10.41,0.7363074204947,0.7768595041322313,5.802600000000004,0.09226932668329177,0.2636925795053,0.22314049586776874,0.16987053636678964
KEPULAUAN RIAU,2024,5.37,77.97,10.5,0.7742932862190814,0.7954545454545456,5.544700000000003,0.07896924355777221,0.22570671378091856,0.20454545454545436,0.14810572682225254
LAMPUNG,2019,12.62,69.57,7.92,0.4032685512367489,0.2623966942148761,13.066699999999985,0.3802992518703241,0.5967314487632511,0.7376033057851239,0.5166897217211621
LAMPUNG,2020,12.34,69.69,8.05,0.4085689045936398,0.2892561983471076,13.18149999999999,0.3686616791354945,0.5914310954063602,0.7107438016528924,0.5039089285202338
LAMPUNG,2021,12.62,69.9,8.08,0.4178445229681982,0.2954545454545454,12.926299999999996,0.3802992518703241,0.5821554770318018,0.7045454545454546,0.5057053599537935
LAMPUNG,2022,11.57,70.45,8.18,0.44213780918727963,0.31611570247933884,11.814700000000009,0.3366583541147131,0.5578621908127204,0.6838842975206612,0.47246469380530487
LAMPUNG,2023,11.11,71.15,8.29,0.4730565371024742,0.33884297520661133,11.109800000000002,0.31753948462177883,0.5269434628975258,0.6611570247933887,0.4490841861388249
LAMPUNG,2024,10.69,71.81,8.36,0.5022084805653715,0.35330578512396693,9.243600000000018,0.3000831255195344,0.4977915194346285,0.6466942148760331,0.4287178615653624
MALUKU,2019,17.69,69.45,9.81,0.3979681978798588,0.6528925619834711,16.703100000000028,0.5910224438902743,0.6020318021201412,0.3471074380165289,0.5455422501844852
MALUKU,2020,17.44,69.49,9.93,0.39973498233215565,0.6776859504132233,17.252500000000023,0.5806317539484621,0.6002650176678443,0.3223140495867767,0.5348581921919396
MALUKU,2021,17.87,69.71,10.03,0.4094522968197878,0.6983471074380165,17.406299999999984,0.598503740648379,0.5905477031802122,0.30165289256198347,0.5367467597906498
MALUKU,2022,15.97,70.22,10.19,0.43197879858657284,0.7314049586776858,15.829700000000011,0.5195344970906067,0.5680212014134272,0.26859504132231415,0.4838926172337944
MALUKU,2023,16.42,70.94,10.2,0.4637809187279154,0.7334710743801651,15.604500000000005,0.5382377389858686,0.5362190812720846,0.2665289256198349,0.48329037899852667
MALUKU,2024,16.05,71.57,10.26,0.49160777385159005,0.7458677685950412,15.173199999999982,0.5228595178719866,0.50839222614841,0.2541322314049588,0.464773873061508
MALUKU UTARA,2019,6.77,68.7,9.0,0.36484098939929366,0.4855371900826446,7.195599999999989,0.13715710723192012,0.6351590106007063,0.5144628099173554,0.36201881877964304
MALUKU UTARA,2020,6.78,68.49,9.04,0.35556537102473484,0.4938016528925617,7.195599999999988,0.13757273482959267,0.6444346289752652,0.5061983471074383,0.36335642552886355
MALUKU UTARA,2021,6.89,68.76,9.09,0.3674911660777389,0.5041322314049588,7.156899999999991,0.14214463840398997,0.6325088339222611,0.4958677685950412,0.3599985230976816
MALUKU UTARA,2022,6.23,69.47,9.24,0.39885159010600724,0.5351239669421488,6.934000000000005,0.11471321695760597,0.6011484098939928,0.4648760330578512,0.3306763380585711
MALUKU UTARA,2023,6.46,70.21,9.26,0.4315371024734982,0.5392561983471074,6.929200000000003,0.12427265170407312,0.5684628975265018,0.46074380165289264,0.32482395544056564
MALUKU UTARA,2024,6.32,71.03,9.37,0.46775618374558325,0.5619834710743801,7.3058000000000085,0.11845386533665833,0.5322438162544167,0.43801652892561993,0.30650338332977817
NUSA TENGGARA BARAT,2019,14.56,68.14,7.27,0.340106007067138,0.12809917355371891,13.599899999999986,0.4609310058187863,0.659893992932862,0.8719008264462811,0.602813866078508
NUSA TENGGARA BARAT,2020,13.97,68.25,7.31,0.3449646643109543,0.13636363636363624,13.376200000000013,0.43640897755610963,0.6550353356890457,0.8636363636363638,0.5874423622120413
NUSA TENGGARA BARAT,2021,14.14,68.65,7.38,0.3626325088339226,0.15082644628099162,12.525700000000008,0.4434746467165419,0.6373674911660774,0.8491735537190084,0.5827822814518959
NUSA TENGGARA BARAT,2022,13.68,69.46,7.61,0.39840989399293303,0.19834710743801653,11.9123,0.4243557772236075,0.601590106007067,0.8016528925619835,0.5529854989263205
NUSA TENGGARA BARAT,2023,13.85,70.2,7.74,0.4310954063604244,0.22520661157024802,12.698999999999996,0.4314214463840398,0.5689045936395756,0.774793388429752,0.541340778969843
NUSA TENGGARA BARAT,2024,12.91,70.93,7.87,0.4633392226148416,0.2520661157024793,11.2351,0.3923524522028262,0.5366607773851584,0.7479338842975207,0.5067612361764647
NUSA TENGGARA TIMUR,2019,21.09,65.23,7.55,0.21157243816254478,0.18595041322314043,21.250499999999974,0.7323358270989192,0.7884275618374552,0.8140495867768596,0.7655060994560681
NUSA TENGGARA TIMUR,2020,20.9,65.19,7.63,0.2098056537102475,0.2024793388429751,21.065400000000007,0.7244389027431419,0.7901943462897525,0.7975206611570249,0.7587818874899017
NUSA TENGGARA TIMUR,2021,20.99,65.28,7.69,0.21378091872791538,0.2148760330578514,21.166999999999987,0.7281795511221943,0.7862190812720846,0.7851239669421486,0.7569802933311522
NUSA TENGGARA TIMUR,2022,20.05,65.9,7.7,0.24116607773851628,0.2169421487603307,17.97109999999998,0.6891105569409808,0.7588339222614837,0.7830578512396693,0.7288170253968693
NUSA TENGGARA TIMUR,2023,19.96,66.68,7.82,0.2756183745583045,0.24173553719008267,17.336400000000012,0.6853699085619284,0.7243816254416955,0.7582644628099173,0.7116523344754563
NUSA TENGGARA TIMUR,2024,19.48,67.39,8.02,0.30697879858657284,0.2830578512396693,16.65390000000001,0.6654197838736491,0.6930212014134272,0.7169421487603307,0.6840046821129188
PAPUA,2019,27.53,60.84,6.65,0.017667844522968768,0.0,26.959300000000038,0.9999999999999998,0.9823321554770312,1.0,0.9946996466431093
PAPUA,2020,26.64,60.44,6.69,0.0,0.00826446280991755,26.554300000000026,0.9630091438071486,1.0,0.9917355371900825,0.9798516793415908
PAPUA,2021,26.86,60.62,6.76,0.007950530035335746,0.022727272727272707,26.566600000000015,0.9721529509559432,0.9920494699646643,0.9772727272727273,0.9791458619219163
PAPUA,2022,26.56,71.76,7.02,0.5000000000000004,0.07644628099173545,22.98929999999997,0.9596841230257687,0.49999999999999956,0.9235537190082646,0.814552805314537
PAPUA,2023,26.03,72.41,7.15,0.5287102473498235,0.10330578512396693,19.61349999999999,0.937655860349127,0.4712897526501765,0.8966942148760331,0.7895536989448231
PAPUA,2024,22.87,64.95333333333333,7.463333333333334,0.19935217903415792,0.16804407713498626,22.39749999999995,0.8063175394846217,0.8006478209658421,0.8319559228650137,0.8097443006050662
PAPUA BARAT,2019,22.17,64.7,7.44,0.18816254416961176,0.16322314049586795,22.224500000000003,0.7772236076475477,0.8118374558303882,0.836776859504132,0.7995184124737167
PAPUA BARAT,2020,21.37,65.09,7.6,0.20538869257950587,0.19628099173553704,21.332099999999965,0.7439733998337489,0.7946113074204941,0.803719008264463,0.7711138937959152
PAPUA BARAT,2021,21.84,65.26,7.69,0.2128975265017674,0.2148760330578514,21.472999999999974,0.7635078969243556,0.7871024734982326,0.7851239669421486,0.7749094839000772
PAPUA BARAT,2022,21.33,65.16,7.84,0.20848056537102488,0.24586776859504123,19.802699999999973,0.7423108894430588,0.7915194346289751,0.7541322314049588,0.7594377213912137
PAPUA BARAT,2023,20.49,66.16,7.93,0.25265017667844525,0.2644628099173554,16.56609999999999,0.7073981712385701,0.7473498233215548,0.7355371900826446,0.7250114706322803
RIAU,2019,7.08,73.0,9.03,0.5547703180212018,0.49173553719008245,8.015600000000008,0.15004156275976724,0.4452296819787982,0.5082644628099175,0.3102425785355066
RIAU,2020,6.82,72.71,9.14,0.5419611307420493,0.5144628099173556,6.751000000000005,0.1392352452202826,0.4580388692579507,0.4855371900826444,0.3041367214040554
